t_index            tf-idf
344            0.04160334600949576
390            0.08984108621926856
921            0.18179529448399448
1724           0.1497520754687107
1757           0.08690311972989301
1934           0.17845641699196135
1956           0.13981951694966988
2098           0.13099319496644896
2225           0.10630279798434807
2285           0.32837255246999403
2335           0.1322607210875075
2399           0.3503776387567559
2454           0.2347578804358761
2584           0.20567231098997188
3094           0.15762151002213295
3889           0.16207463100315758
4078           0.1409341393886835
4131           0.13912964139311906
4586           0.16445911058473886
4621           0.018746412663183006
5002           0.13200405240605145
5522           0.14884998606186894
6052           0.09067320411568223
6246           0.17532635985506717
6393           0.19562581137250562
6613           0.12032476676032634
6654           0.08388323310364156
6949           0.06990975847483494
7269           0.05681724506329596
7814           0.249086455593142
8115           0.17845641699196135
8321           0.06858466699463678
8361           0.10226610197379438
8940           0.13767839173537647
9214           0.28097335560215114
9622           0.12238957929402113
9671           0.07434999226005413
11889          0.020418656080990926
11973          0.0641568904659088
12182          0.0751640688562503
