t_index            tf-idf
26             0.1939663808487747
79             0.17954198994035986
674            0.21095099153677016
1178           0.18501378708496435
1740           0.3356712428753801
2040           0.1099184841358112
3077           0.2697718235691699
3677           0.1316526159402116
4353           0.11164811038151409
4621           0.030978076743783396
4824           0.10360428376193133
4904           0.18430969112972956
4998           0.11077877724713373
5307           0.2040066586493785
7191           0.387286834202522
7205           0.18644021510022293
7259           0.08310705272775108
7464           0.23113464856778468
7481           0.06551729033408601
7858           0.17016621993224676
8553           0.13506077281266737
8622           0.20580522460053405
9334           0.03365785030627279
9441           0.05074004562597332
9571           0.1007467358719814
9671           0.12286189403346828
9772           0.2872113785859363
11017          0.1963645422506216
11315          0.0518637406651869
11633          0.1298181555165664
11889          0.016870712985106593
12266          0.12557462150014914
