237
t_index            tf-idf
73             0.0373088553175248
89             0.06717467619410884
106            0.02662009718549502
107            0.0431903614923502
150            0.02992435717140408
200            0.03473961632842535
338            0.03552913145353895
344            0.017706102131776393
359            0.06717467619410884
363            0.22367752302068866
390            0.019117878738227213
435            0.013375637015176795
461            0.0554705235458626
478            0.031300924541699596
479            0.026156825116432508
503            0.04376637089761637
642            0.023644405349241848
689            0.04502118175574668
696            0.03763668360962596
784            0.03552913145353895
825            0.028997374605374927
837            0.4411170716919393
937            0.012030156853560155
974            0.1274881531187272
978            0.014081430068126137
1022           0.025391623989369245
1028           0.023644405349241848
1056           0.028421365200108767
1126           0.07455917434022954
1373           0.023916426395578876
1462           0.0431903614923502
1521           0.011530449144943417
1533           0.049049434067057016
1582           0.031300924541699596
1634           0.03354132326255323
1705           0.036381872751495646
1738           0.04322575291850842
1783           0.03699081442055838
1844           0.1491183486804591
1891           0.017195031595190317
2048           0.041154939461864326
2125           0.02507978966342303
2152           0.1048113598037348
2248           0.03580586334622948
2262           0.016624167603622276
2450           0.03580586334622948
2460           0.07040052477393756
2476           0.02487685821625995
2508           0.04808602539974188
2751           0.027482707478001706
2752           0.018772326970311795
3139           0.0431903614923502
3161           0.13434935238821769
3170           0.033317029107500444
3184           0.030087010389663847
3197           0.07455917434022954
3199           0.13434935238821769
3200           0.13434935238821769
3289           0.039059270830550864
3326           0.0189437019073189
3355           0.02675127403035359
3435           0.0373088553175248
3482           0.0538282671227923
3553           0.032671159918432856
3555           0.030419961826299833
3585           0.013307562797264891
3593           0.026385943169622898
3596           0.042643904335866775
3667           0.07336398682134193
3812           0.02373430950180639
3825           0.07455917434022954
3843           0.0524056799018674
4041           0.02335000934300108
4136           0.047288810698483695
4138           0.03525940618974606
4154           0.039059270830550864
4171           0.027482707478001706
4180           0.03525940618974606
4219           0.05371902705481776
4245           0.06717467619410884
4312           0.016624167603622276
4348           0.028754763689789128
4402           0.03493780867645795
4423           0.01779822544708915
4443           0.02418103447033489
4544           0.05564409844577702
4546           0.03076365546586749
4667           0.020162581605403462
4690           0.021539148975698977
4755           0.06285502169198331
4781           0.054458077709115524
4818           0.013341545533749818
4852           0.005297172176827049
4887           0.06717467619410884
5032           0.030939751687620542
5099           0.06999268298876396
5172           0.04413257733499475
5238           0.12911065096270194
5334           0.04808602539974188
5361           0.033097359905355055
5422           0.03984878595566446
5584           0.07455917434022954
5617           0.04764995761058543
5741           0.02262087522449343
5784           0.05002840248198749
5831           0.015864471253905835
5996           0.008203241215094581
6150           0.012212273747332645
6187           0.039059270830550864
6191           0.04808602539974188
6193           0.06717467619410884
6239           0.01634981135568567
6332           0.06285502169198331
6391           0.033317029107500444
6440           0.02460902620299352
6472           0.031118807647927106
6572           0.029990307333699538
6684           0.0684880233470592
6686           0.02774256374724461
6687           0.03763668360962596
6689           0.06285502169198331
6782           0.04475930362594097
6792           0.03580586334622948
6940           0.014876559727680547
7028           0.07455917434022954
7087           0.14169985230535553
7088           0.13434935238821769
7207           0.03518668523260802
7246           0.021687117727326666
7249           0.032106100864251634
7269           0.016259907203121128
7274           0.20152402858232654
7299           0.018220204523157847
7412           0.021539148975698977
7448           0.03377044131574361
7523           0.022143769582502165
7524           0.018908919585006883
7529           0.02442454749466529
7576           0.0942210141659993
7640           0.057412900628108214
7644           0.07455917434022954
7788           0.042124114474546066
7819           0.032341510790758206
7840           0.027611843348261257
7938           0.05231927757708507
7952           0.039059270830550864
7992           0.07969757191132892
8031           0.06152731093173498
8078           0.017244013653222316
8098           0.0678626256734803
8157           0.01667058849996516
8164           0.030252185463505245
8171           0.1491183486804591
8208           0.024290274538309425
8238           0.012778083459282745
8307           0.03076365546586749
8310           0.007297292375255941
8312           0.03409884465646946
8323           0.03473961632842535
8391           0.03984878595566446
8433           0.022702512243543128
8447           0.04502118175574668
8588           0.08699212381612478
8618           0.02303546368017911
8644           0.03377044131574361
8703           0.05741095494663903
8707           0.02497784076242473
8758           0.02735511818230463
8819           0.1491183486804591
8820           0.09075655639051575
8928           0.029297495264550243
9033           0.03832424983374126
9083           0.01805999731084497
9144           0.08568742280322193
9203           0.06717467619410884
9322           0.008668516901504282
9429           0.02613600922753378
9568           0.02245945427491295
9616           0.05984871434280816
9621           0.054208868345301996
9622           0.028997374605374927
9640           0.018772326970311795
9648           0.01634981135568567
9805           0.018715809178053596
9885           0.0554705235458626
9971           0.02303546368017911
10040          0.1491183486804591
10047          0.0373088553175248
10089          0.024290274538309425
10119          0.03167477268443015
10151          0.022539859025283365
10264          0.033097359905355055
10296          0.02049040989750462
10298          0.07455917434022954
10351          0.1076565342455846
10402          0.02992435717140408
10404          0.038950030762576325
10505          0.0373088553175248
10603          0.014876559727680547
10612          0.02497784076242473
10710          0.04376637089761637
10744          0.020692060943385607
10846          0.028144633307418232
10883          0.03473961632842535
10935          0.0357422843257746
10943          0.020034223680951323
11055          0.05078324797873849
11090          0.019001445023502178
11120          0.06754088263148722
11145          0.03400459533161574
11178          0.029146378137136
11201          0.012973567455003174
11233          0.030252185463505245
11294          0.030252185463505245
11469          0.04808602539974188
11718          0.044161381624585085
11736          0.03499634149438198
11839          0.036681993410670966
11857          0.17153552535859135
