221
t_index            tf-idf
33             0.07473222119627658
68             0.032217836117635984
76             0.029903776058024245
105            0.10847455990403854
162            0.06557610757316305
262            0.06852239300844759
318            0.10351387861502351
326            0.03763031355569666
373            0.03174824600895341
435            0.01857000266753978
456            0.021097006224236117
457            0.045358851032553806
482            0.0607628349509699
496            0.02544609731865246
513            0.04595056377752964
514            0.0607628349509699
552            0.047210119809637234
604            0.10351387861502351
627            0.05320729179750617
711            0.021553902661782566
744            0.05562884022274542
768            0.04696116052740703
937            0.01670201162068401
978            0.039099774258403185
995            0.12321651249972267
1056           0.03945866854657359
1223           0.05532387434372446
1249           0.0607628349509699
1411           0.027551074649651494
1412           0.07701224016827742
1463           0.17774084192422335
1533           0.022699183608552942
1550           0.12002454105061655
1591           0.07560661575818017
1618           0.026461170990481647
2037           0.1416303594289117
2076           0.020984953824398467
2095           0.03712314914908347
2339           0.04858700592483269
2369           0.014457849262699924
2374           0.048952230555936505
2377           0.04247006934707456
2653           0.20885579601195906
2670           0.0349623157215771
2758           0.03729027913114394
2801           0.03869999732649792
2807           0.04971090177601218
2848           0.035850032862954184
2853           0.06345952502694475
2895           0.06879757352375696
2928           0.040887861196404085
2931           0.03965457665617351
2943           0.08726447339771601
2944           0.07275717892670776
2946           0.05590398187348102
3084           0.03647289735920564
3196           0.04858700592483269
3206           0.10351387861502351
3341           0.042955058568067576
3355           0.03714000533507956
3419           0.14946444239255316
3436           0.040659803130314025
3593           0.03663279995483443
3600           0.0607628349509699
3627           0.05713726641371159
3714           0.026220664129767045
3869           0.03926532140071276
3911           0.02683650395712456
4018           0.024008963274785206
4041           0.032417875522086116
4052           0.1807981769337067
4098           0.020545044937108597
4312           0.046160169627003526
4331           0.03307729713854802
4348           0.09980385192458105
4402           0.04850574216268406
4432           0.24927204223628158
4438           0.03107068421443554
4445           0.11722340737925087
4562           0.03869999732649792
4615           0.005538349683984931
4690           0.029903776058024245
4769           0.05590398187348102
4818           0.018522671919828773
4852           0.0073543040486580965
4863           0.024567174655408707
4963           0.023471055049083644
5371           0.06907533793146226
5391           0.06447998796683799
5422           0.05532387434372446
5424           0.12297279292189768
5464           0.028355608994964657
5549           0.1865232907711699
5588           0.09071770206510761
5692           0.06676000693883882
5741           0.03140558560196358
5750           0.05779474559002112
5831           0.0220253639635903
5984           0.15941786048850454
5996           0.022777862627990152
6043           0.026788053820358145
6054           0.024496235209886946
6056           0.025521753985084286
6102           0.03615818663467951
6148           0.08300941215614635
6150           0.033909705505221606
6269           0.03129310714327501
6424           0.024425634378759224
6440           0.01708291282563284
6604           0.03554816838484467
6619           0.06557610757316305
6654           0.02394064515776621
6735           0.027292336051124185
6766           0.08026119906895528
6782           0.09321205264330662
6893           0.05370872442879549
7090           0.03233760070752517
7164           0.08825510529555067
7222           0.04971090177601218
7249           0.014858117985133671
7299           0.050591870310812165
7325           0.06160825624986133
7470           0.01628998369553894
7524           0.01750140631235981
7529           0.016954852752610803
7541           0.02790325428854872
7553           0.04932670235585553
7567           0.03129310714327501
7618           0.04688503318427301
7784           0.056507773709400244
7897           0.03372328827852222
7938           0.012106203777657141
8078           0.07182193547329863
8142           0.025984005544354025
8155           0.21788822990727802
8157           0.023144533046355185
8251           0.0542277547373994
8305           0.06945669701481368
8310           0.06078696904852993
8312           0.023670485208000868
8315           0.039853114483273125
8325           0.0434564911993569
8362           0.04223341076166154
8417           0.10351387861502351
8542           0.04829310706487977
8557           0.04223341076166154
8729           0.10351387861502351
8738           0.03010920777759924
8750           0.09717401184966538
8801           0.05051060172153131
8812           0.033591813225832545
8872           0.1311522151463261
8926           0.014858117985133671
8969           0.045651748644042436
8984           0.05960424071728035
9101           0.04371372978814325
9166           0.08640730013486023
9251           0.025370825675090018
9275           0.03163314156782773
9276           0.028917354205741905
9322           0.01203489462235683
9429           0.009071451335802632
9473           0.07701224016827742
9487           0.05010534771271172
9559           0.03602358257383255
9566           0.06170311312309114
9622           0.04025836849209272
9637           0.05272230257651315
9710           0.1311522151463261
9854           0.04858700592483269
9872           0.04656693821398492
9878           0.04688503318427301
9882           0.01725540278094934
9965           0.05320729179750617
10047          0.05179757360215218
10091          0.07101506818040848
10158          0.044242030448688456
10176          0.039853114483273125
10269          0.11064774868744892
10302          0.018443736031146744
10348          0.06170311312309114
10376          0.03201648955284554
10535          0.10351387861502351
10543          0.05225271246783058
10612          0.03467786760819781
10733          0.05150671907634808
10744          0.028727725377084592
10792          0.04858700592483269
10893          0.035698330548091045
10928          0.06250494569726917
10935          0.008270438690390186
10943          0.02781442011137271
10944          0.06982283442542189
11020          0.011803102063633301
11082          0.07101506818040848
11113          0.05010534771271172
11126          0.03554816838484467
11140          0.047210119809637234
11199          0.06160825624986133
11201          0.018011791286916275
11228          0.12396875233162238
11294          0.042000479238392
11303          0.009272348767776772
11480          0.031620477051338323
11607          0.03663279995483443
11612          0.018808955296546106
11617          0.07504341976734236
11718          0.061311246233751636
11746          0.14717780061766447
11809          0.0680469788194597
11815          0.06160825624986133
11874          0.012064778417648676
11910          0.019805348506085747
11911          0.15222495405054012
11958          0.037908404175392825
12005          0.028540496977862196
12086          0.029109445815246295
12167          0.11103054874455996
12185          0.05901551031816651
12245          0.02835120196578167
12284          0.03163314156782773
